0.0,1.041909346494787,0.7691515894759473,-0.5271730177698682,1.2966749056808407,0.6302821733389338,1.5,0.0,0.6622663452182549,0.6,0.0,0.9394740774679512,0.19689032033280626,-0.5621908294746478
0.05,1.0556380137628691,0.7611597780528316,-0.5699180539178308,1.3011791728996083,0.6182239342367105,1.5,0.0,0.649407848853092,0.5997300202493925,0.017997300121497396,0.9232025379379022,0.31770763590467854,-0.8549007229592505
0.1,1.0721722836198253,0.7505637425229574,-0.6183057769638186,1.308221571683172,0.5992908611221217,1.5,0.0,0.6292284972823202,0.5989203239611225,0.03597840388766676,0.9057754603076725,0.3927635668709628,-0.9677544609197559
0.15,1.0900662721329444,0.7378347753638373,-0.666586279571755,1.3166307910010377,0.576667111822562,1.5,0.0,0.6051191822002343,0.5975716398071965,0.053927129518806634,0.8889899617062826,0.4391908149520396,-0.9656100521587264
0.2,1.1084104152518603,0.7234032042455617,-0.7113551473744651,1.3258473622898572,0.5523427876004361,1.5,0.0,0.57914738731658,0.5956851815123198,0.07182732437335161,0.8740891948984091,0.46680952505668616,-0.8953773560542038
0.25,1.126646022250143,0.7076861583149131,-0.750894623082647,1.3356537699819984,0.5275449449584112,1.5,0.0,0.5525516738480691,0.5932626467616253,0.08966287948415953,0.861907931916399,0.48148225112954757,-0.7907895141636379
0.3,1.1444445233426037,0.6910753708566779,-0.7846738803323203,1.3459696521649467,0.5029982364411635,1.5,0.0,0.5260537747389596,0.5903062156728729,0.10741774405549451,0.8529426447347435,0.48691062881025104,-0.6755851449934667
0.35,1.1616236819078558,0.6739210794321691,-0.8129564519580854,1.3567301456844492,0.4790970357680765,1.5,0.0,0.5000602172112442,0.5868185488344889,0.12507593990765972,0.8474047458436058,0.48554843354172417,-0.5656514325153006
0.4,1.1780881080590966,0.6565232306255255,-0.836485878171581,1.3678299126640487,0.4560243369202083,1.5,0.0,0.47479166783959953,0.5828027849112177,0.1426215758562807,0.8452744417941152,0.4790667893262835,-0.4705885242699118
0.45,1.193788664730775,0.6391305433625458,-0.8562369004185496,1.3791107478097202,0.43383533623588666,1.5,0.0,0.45036353123008294,0.5782625378195343,0.16003886201329864,0.8463582957242194,0.4686205501376993,-0.39502044493937105
0.5,1.2086974428968238,0.6219443901309915,-0.8732282588903055,1.3903740684046988,0.41251593866470104,1.5,0.0,0.426833977713299,0.5732018934753637,0.17731212399680368,0.8503476923665229,0.45503209966019764,-0.3398271694351192
0.55,1.2227948937142246,0.6051244585420028,-0.8883948615535574,1.4014041648256081,0.39202240483279904,1.5,0.0,0.40423100401209555,0.5676254061170322,0.194425817036921,0.856873053597899,0.4389297065395752,-0.3033320532650373
0.6,1.2360653441255254,0.5887944298668747,-0.9025141253747611,1.4119924505978563,0.37230632250173434,1.5,0.0,0.3825667608751918,0.5615380942067608,0.21136453996505397,0.8655488834668302,0.42084424227939876,-0.28238527642407263
0.65,1.2484972775380183,0.5730470805215783,-0.9161770185409974,1.421956931248068,0.35332825854483085,1.5,0.0,0.36184468887430365,0.5549454359143877,0.22811304907389685,0.8760067247022674,0.40126399279051483,-0.27325786332472835
0.7,1.2600854833540627,0.5579488146577114,-0.9297915048724379,1.4311544652564128,0.3350631487639758,1.5,0.0,0.3420628908749978,0.547853364187385,0.24465627183574212,0.8879156708526287,0.3806542505376823,-0.2722897266288083
